,x,y
0,-5.0,-8.262368541060079
1,-4.966555183946488,-7.69241139435782
2,-4.933110367892977,-7.358697914313971
3,-4.8996655518394645,-8.067487996294235
4,-4.866220735785953,-7.834256309613331
5,-4.832775919732441,-8.24752056555986
6,-4.79933110367893,-8.407860644800406
7,-4.765886287625418,-8.436442435590697
8,-4.7324414715719065,-8.598611178948246
9,-4.698996655518394,-8.262406032425275
10,-4.665551839464883,-8.403323808089809
11,-4.632107023411371,-7.723166631704506
12,-4.59866220735786,-7.807658012416946
13,-4.565217391304348,-8.032630978118421
14,-4.531772575250836,-7.2585267342863675
15,-4.498327759197324,-7.282794972453112
16,-4.464882943143813,-7.2915432262110516
17,-4.431438127090301,-7.547870480992999
18,-4.39799331103679,-7.741246338681918
19,-4.364548494983278,-6.912957871049303
20,-4.331103678929766,-7.143006454474999
21,-4.297658862876254,-7.861647134963694
22,-4.264214046822742,-6.253585101900251
23,-4.230769230769231,-6.750504530352043
24,-4.19732441471572,-4.901130893514814
25,-4.1638795986622075,-6.892946917419051
26,-4.130434782608695,-6.045315571983136
27,-4.096989966555184,-5.309447416089201
28,-4.063545150501672,-5.711105166133348
29,-4.030100334448161,-5.491977613117441
30,-3.9966555183946486,-7.132081145772574
31,-3.9632107023411374,-4.863684229328386
32,-3.9297658862876252,-4.242681394702897
33,-3.896321070234114,-4.115416597369357
34,-3.862876254180602,-5.374552612788025
35,-3.8294314381270906,-5.108601886998678
36,-3.7959866220735785,-4.554376292886053
37,-3.7625418060200673,-4.605566821845609
38,-3.729096989966555,-4.884139257945342
39,-3.6956521739130435,-4.995215739154777
40,-3.6622073578595318,-5.523482121162714
41,-3.62876254180602,-4.598815057447144
42,-3.5953177257525084,-4.545647610640099
43,-3.5618729096989967,-5.123766255090409
44,-3.528428093645485,-5.141952151260589
45,-3.4949832775919734,-4.46095823863951
46,-3.4615384615384617,-4.3345759292898105
47,-3.42809364548495,-4.9364351311532895
48,-3.3946488294314383,-5.232961283261768
49,-3.361204013377926,-4.090785185918475
50,-3.327759197324415,-4.337572561098587
51,-3.294314381270903,-4.204268550126421
52,-3.2608695652173916,-4.529673890531444
53,-3.2274247491638794,-4.612396876827828
54,-3.193979933110368,-4.200312747811596
55,-3.160535117056856,-4.873531474622522
56,-3.127090301003345,-4.577722950583324
57,-3.0936454849498327,-5.295526935222776
58,-3.0602006688963215,-4.438667719000583
59,-3.0267558528428093,-5.020427325538869
60,-2.9933110367892977,-4.9870490455668
61,-2.959866220735786,-5.435654911912418
62,-2.9264214046822743,-5.190638630722308
63,-2.8929765886287626,-5.571736570529797
64,-2.859531772575251,-5.546984129206882
65,-2.8260869565217392,-4.385326729988824
66,-2.7926421404682276,-4.543275458559723
67,-2.759197324414716,-4.289751567991703
68,-2.725752508361204,-5.3715510724370645
69,-2.6923076923076925,-5.277825729721557
70,-2.658862876254181,-4.456685845105543
71,-2.625418060200669,-4.9281744013171
72,-2.5919732441471575,-4.5104576326894055
73,-2.558528428093646,-3.8703282801358267
74,-2.525083612040134,-4.970516508164707
75,-2.491638795986622,-4.772997105524463
76,-2.4581939799331103,-4.450599396445721
77,-2.4247491638795986,-4.01547740321738
78,-2.391304347826087,-4.583737608263543
79,-2.3578595317725752,-3.949552581503826
80,-2.3244147157190636,-4.442531794666536
81,-2.290969899665552,-4.789180248567685
82,-2.25752508361204,-3.926340222698563
83,-2.2240802675585285,-4.09494117360829
84,-2.190635451505017,-3.4887380846452425
85,-2.157190635451505,-3.743715936760895
86,-2.1237458193979935,-3.141371973112297
87,-2.0903010033444818,-2.227990102463936
88,-2.05685618729097,-2.8586777849149385
89,-2.0234113712374584,-3.448962845135426
90,-1.9899665551839467,-3.3014827636616406
91,-1.956521739130435,-2.439030136063665
92,-1.9230769230769234,-2.8218286110299724
93,-1.8896321070234117,-2.441927178475134
94,-1.8561872909699,-1.4593242090186063
95,-1.8227424749163883,-2.0648752728145925
96,-1.7892976588628766,-2.063185611080015
97,-1.7558528428093645,-2.323638344960635
98,-1.7224080267558528,-1.3359212348816758
99,-1.6889632107023411,-1.3592653941891422
100,-1.6555183946488294,-0.3038775497032098
101,-1.6220735785953178,-1.6167688040191217
102,-1.588628762541806,-2.1836556065401247
103,-1.5551839464882944,-1.35807945838324
104,-1.5217391304347827,-1.7257484474863258
105,-1.488294314381271,-1.4282345664970817
106,-1.4548494983277593,-1.028250618874446
107,-1.4214046822742477,-1.2417584020048944
108,-1.387959866220736,-0.47010611062838525
109,-1.3545150501672243,-0.5805429301863788
110,-1.3210702341137126,-0.8600633807504343
111,-1.287625418060201,-0.5862610187889582
112,-1.2541806020066892,-0.9012394668733472
113,-1.2207357859531776,-1.7357397164138988
114,-1.1872909698996659,-1.1772181155676387
115,-1.1538461538461542,-1.786833522440499
116,-1.1204013377926425,-1.051910266492465
117,-1.0869565217391308,-1.5345974482371334
118,-1.0535117056856187,-1.7122300949467588
119,-1.020066889632107,-1.95482332989569
120,-0.9866220735785953,-1.9453310038074612
121,-0.9531772575250841,-1.108912484858783
122,-0.919732441471572,-0.7292839279913677
123,-0.8862876254180607,-1.2536824908031523
124,-0.8528428093645486,-1.9798351660131925
125,-0.8193979933110374,-1.3615120233086797
126,-0.7859531772575252,-2.17678733824474
127,-0.752508361204014,-1.8932335947967964
128,-0.7190635451505019,-2.5721471135361345
129,-0.6856187290969897,-2.0064998289971103
130,-0.6521739130434785,-2.181338940285702
131,-0.6187290969899664,-0.8789373356342256
132,-0.5852842809364551,-1.3549958374757984
133,-0.551839464882943,-2.5384591567018004
134,-0.5183946488294318,-2.123589803418212
135,-0.48494983277591963,-1.1646370537271435
136,-0.4515050167224084,-1.572101042077123
137,-0.41806020066889626,-1.035014732502513
138,-0.384615384615385,-1.4785338667066361
139,-0.3511705685618729,-0.7870480400205243
140,-0.31772575250836166,-0.22359441289856674
141,-0.28428093645484953,-2.159275325266173
142,-0.2508361204013383,-0.24407132173175883
143,-0.21739130434782616,-1.4988093421782016
144,-0.18394648829431492,-0.8615253384125854
145,-0.1505016722408028,-0.5628638492136343
146,-0.11705685618729156,-0.6067888964620073
147,-0.08361204013377943,0.13578405396872506
148,-0.05016722408026819,-0.7082597926495078
149,-0.016722408026756064,-0.28254667430749125
150,0.016722408026756064,-0.9054116475854631
151,0.0501672240802673,0.18985142037779845
152,0.08361204013377943,0.1758669866420083
153,0.11705685618729067,0.6174636071815951
154,0.1505016722408028,0.3344226478340161
155,0.18394648829431404,0.21380914859143418
156,0.21739130434782616,0.6121309737057796
157,0.2508361204013374,0.6192279447922856
158,0.28428093645484953,1.448569001782451
159,0.31772575250836077,0.9335004971526288
160,0.3511705685618729,1.3976501269009167
161,0.38461538461538414,2.0005465708779933
162,0.41806020066889626,1.470705767070072
163,0.4515050167224075,1.9951303581557296
164,0.48494983277591963,0.8913663068673335
165,0.5183946488294309,2.032319977240789
166,0.551839464882943,1.1554076628751582
167,0.5852842809364542,2.1106201036136842
168,0.6187290969899664,2.225118010243265
169,0.6521739130434776,2.313558002084538
170,0.6856187290969897,2.158162064641861
171,0.7190635451505019,2.2679066064125024
172,0.7525083612040131,2.1071084673880938
173,0.7859531772575252,1.3079773035726014
174,0.8193979933110365,1.242601019447402
175,0.8528428093645486,2.786492556512043
176,0.8862876254180598,1.3604362240923695
177,0.919732441471572,2.1548871540899186
178,0.9531772575250832,2.111841125491765
179,0.9866220735785953,1.660146628515857
180,1.0200668896321066,1.3919619267887935
181,1.0535117056856187,1.3705844970731633
182,1.08695652173913,1.7832978631224674
183,1.120401337792642,1.6458846185404155
184,1.1538461538461533,2.0722037990195785
185,1.1872909698996654,1.8964291654498564
186,1.2207357859531767,1.9884262644782777
187,1.2541806020066888,1.7880051211772159
188,1.2876254180602,1.0615793911823614
189,1.3210702341137122,1.0956417330877528
190,1.3545150501672234,1.4961661629478262
191,1.3879598662207355,1.4032043827918212
192,1.4214046822742468,0.7001237894399835
193,1.454849498327759,0.8581923010771026
194,1.488294314381271,2.0255908060692125
195,1.5217391304347823,1.0833135709789892
196,1.5551839464882944,0.530129858102715
197,1.5886287625418056,0.9202073325882056
198,1.6220735785953178,2.0954675050018357
199,1.655518394648829,1.6055725830611345
200,1.6889632107023411,1.9832288329445793
201,1.7224080267558524,1.7979586490644182
202,1.7558528428093645,1.486404840814132
203,1.7892976588628757,2.8879082831939487
204,1.8227424749163879,2.279667129893153
205,1.856187290969899,2.481603985270211
206,1.8896321070234112,2.4032981489913574
207,1.9230769230769225,1.8082538919136564
208,1.9565217391304346,1.0991212002460176
209,1.9899665551839458,2.4494350086945946
210,2.023411371237458,3.278126750730706
211,2.056856187290969,2.607100223902119
212,2.0903010033444813,2.815744064532722
213,2.1237458193979926,2.8315840225577893
214,2.1571906354515047,3.7729217087825453
215,2.190635451505017,2.6635466233581977
216,2.224080267558528,3.5776277991462964
217,2.25752508361204,4.444861683609633
218,2.2909698996655514,4.19287637495791
219,2.3244147157190636,4.264489101322991
220,2.357859531772575,4.338565169674041
221,2.391304347826087,4.38906026286856
222,2.424749163879598,3.6467286742410847
223,2.4581939799331103,5.218922238901149
224,2.4916387959866215,4.3704070843510445
225,2.5250836120401337,4.77654641899926
226,2.558528428093645,4.75620646541935
227,2.591973244147157,5.260754178664693
228,2.6254180602006683,4.23624431283884
229,2.6588628762541804,4.8864617449238805
230,2.6923076923076916,5.008905034415797
231,2.7257525083612038,6.066946145634893
232,2.759197324414715,5.443472456689133
233,2.792642140468227,3.7118283304848307
234,2.8260869565217384,4.168601125934731
235,2.8595317725752505,4.387413165244523
236,2.8929765886287626,4.567098514006805
237,2.926421404682274,4.9818267323970735
238,2.959866220735786,4.937565592142336
239,2.993311036789297,4.534375029778776
240,3.0267558528428093,4.534725529203444
241,3.0602006688963215,5.264019782593923
242,3.093645484949832,3.5224573303770725
243,3.127090301003344,5.214676751018629
244,3.160535117056856,4.520175177232904
245,3.193979933110368,3.8310619478366057
246,3.2274247491638786,4.2828142310652035
247,3.2608695652173907,4.613571555370092
248,3.294314381270903,4.874771754588849
249,3.327759197324415,4.143251222899584
250,3.3612040133779253,5.451819726842573
251,3.3946488294314374,3.8357970579400247
252,3.4280936454849495,3.5113433461009085
253,3.4615384615384617,3.6619552731039935
254,3.494983277591972,4.082866505049621
255,3.528428093645484,4.422994639594994
256,3.5618729096989963,4.308038877829597
257,3.5953177257525084,4.729739100732055
258,3.6287625418060205,4.731611500983878
259,3.662207357859531,3.9185196690575363
260,3.695652173913043,5.1835481490209325
261,3.729096989966555,5.89417930087561
262,3.7625418060200673,4.6170503075767
263,3.7959866220735776,4.839259643406506
264,3.8294314381270897,5.256090031104531
265,3.862876254180602,5.270175497218416
266,3.896321070234114,4.262636649913608
267,3.9297658862876244,4.631991710647941
268,3.9632107023411365,5.267909580970973
269,3.9966555183946486,4.93007216674538
270,4.030100334448161,5.3886200609632455
271,4.063545150501671,5.957772465838907
272,4.096989966555183,5.470021944829811
273,4.130434782608695,6.281828400024323
274,4.1638795986622075,6.2915624166004305
275,4.197324414715718,5.561090535980713
276,4.23076923076923,7.032275454597421
277,4.264214046822742,7.088004250124703
278,4.297658862876254,6.4499778144675055
279,4.331103678929766,6.868211868616404
280,4.364548494983277,7.105364008063587
281,4.397993311036789,7.121653125895713
282,4.431438127090301,7.335049079979003
283,4.464882943143813,7.174688212544635
284,4.498327759197323,9.055749447511868
285,4.5317725752508355,7.188257773004215
286,4.565217391304348,8.345501923240255
287,4.59866220735786,8.031412863499346
288,4.63210702341137,8.243855049354236
289,4.665551839464882,8.33172510761035
290,4.698996655518394,7.636286209238125
291,4.7324414715719065,8.456602984292175
292,4.765886287625417,8.340042798671702
293,4.799331103678929,9.211325967130998
294,4.832775919732441,8.372135828564085
295,4.866220735785953,8.211230101654802
296,4.899665551839464,8.917904809941284
297,4.933110367892976,8.011792492327562
298,4.966555183946488,7.695432427595367
299,5.0,8.69477897834661
